,index,sentence,old_model_label,pred_label
1442,1442, jetblue we have just landed thank you anyway btw flight staff on flight 654 were wonderful despite their full day and heavy load ,2,0.0
1443,1443, united correct what correct sorry m lost,1,2.0
1444,1444, united this has been the worst flight experience ve ever had thank you for ending my vacation on such bad note ,0,0.0
1445,1445, united your boarding process sucks you should learn from southwestair,0,0.0
1446,1446, southwestair fox8news serious potential for wanna get away commercial out of this debacle but for real you should fire kristi_capel,0,1.0
1447,1447, united 3 of 6 first seats open on ua5097 no upgrades processed gate agents yyz said their too busy not cool http co 6kpyhcka9l,0,0.0
1448,1448, virginamerica has getaway deals through may from 59 one way lots of cool cities http co tzzjhuibch cheapflights farecompare,2,2.0
1449,1449, united want hotel room and whiskey ,1,0.0
1450,1450, united would take the 500 voucher you offered for miscounting the of seats on your plane but that means would have to fly you again,0,0.0
1451,1451, jetblue you definitely will ,2,0.0
1452,1452, united airlines is the absolute worst they have no idea what they are doing neveragain unitedairlines,0,1.0
1453,1453, usairways hello it been four hours since plane landed flt 630 phx to jfk 3 hrs on tarmac waiting 4 gate plus an hour no bags yet,0,0.0
1454,1454, united 1591 had wi fi broken on plane had same outage on 1618 on friday how can southwest get it right on every plane but united can ,0,0.0
1455,1455, americanair umm unexpected unexpected meaning you guys didn know you had major staff shortage ,0,0.0
1456,1456, southwestair cancelled flights arrivals amp departures in nashville as of 5pm that and more weather headlines 4pm liveonfox17 februaryfreezefox17,0,0.0
1457,1457, southwestair ve dm you thanks ,2,0.0
1458,1458, united was on hold for over 20 minutes and was talking to one of your employees asked him for name or id and he hung up in my face ,0,0.0
1459,1459, americanair tpa ord aa1679 another successful journey thanks for the hospitality ,2,0.0
1460,1460, southwestair thanks for being so good to us military folk it cold in stlouis but sure enjoyed my flight http co rcdh183q1j,2,1.0
1461,1461, united lost 4 loyal customers and mileage plus card holders we could have driven to florida from pa quicker both ways worst trip ever ,0,0.0
1462,1462, usairways so far no call back,0,0.0
1463,1463, southwestair all are fast we already have our 5 winners congrats ,2,2.0
1464,1464, americanair no space in my seat but thanks to your pilots m back 25mn early to ohare didn think that was possible sna2ord 1644,2,2.0
1465,1465, united change fee of 200 same exact flight from atl hou is 165 why charge of 574 the math doesn add up ,0,0.0
1466,1466, usairways worst experience ever unable 2 help over phone and told at last min cabin crew unavailable for flight never again usairways,0,0.0
1467,1467, united how is it that book flight with reserved seat and then go to check in and find out have no seat wtf ,0,0.0
1468,1468, southwestair okay just signed up ,1,0.0
1469,1469, americanair yes it is in dulles and need it delivered to the embassy suites in herndon va m still in chicago from the fiasco in lax,0,0.0
1470,1470, usairways from here on out when can at all m flying delta since when is plane getting stuck in drift for 2 hours weather issue ,0,2.0
1471,1471, united will admit you ve been rather good to me over the years you ve still got me hooked for now peace ,2,0.0
1472,1472, united just touched down in miami not too far off nicely done united ,2,0.0
1473,1473, usairways thanks but when asked for change with no cost for you the only desition was nade by computer now is late flight,0,1.0
1474,1474, united why haven you updated that flight 4411 is delayed super frustrating,0,0.0
1475,1475, united how do you lose gate checked bag den to ord direct flight ugh ,0,0.0
1476,1476, usairways reservation agent on the phone did great job ,2,1.0
1477,1477, usairways saying my friend missed her flight when she clearly sat next to me on the plane amp now you re cancelled flighting her flight home wtf ,0,1.0
1478,1478, united new 737 plane wifi not working entertainment non existent new seats seriously uncomfortable really unitedfail ua1550,0,0.0
1479,1479, united yes myself and about 200 other people also ,0,1.0
1480,1480, jetblue thank you ,2,0.0
1481,1481, americanair cost me 1 day of vacation 350 and all got was rude woman tell me to go to another country and figure out how to get ,0,0.0
1482,1482,is rudeness and poor customers service job requirement at americanair been waiting 28hrs and still haven even seen one plane ,0,0.0
1483,1483, southwestair is the 1 750 bonus at 1800flowers still on or did it expire 2 14 15 ,1,1.0
1484,1484, southwestair am in let do this ,1,2.0
1485,1485, usairways thank you but it says the website is down,1,1.0
1486,1486, virginamerica soooo are you guys going to leave the seatbelt light on all flight you can barely call this turbulence ,0,1.0
1487,1487, usairways flight 4210 been sitting bradley_airport gate 27 for 10 min door open since we arrived still no jet bridge can someone help ,0,0.0
1488,1488, united still sitting here waiting for plane 4 hours wasted,0,2.0
1489,1489, southwestair is that the same reliable system couldn find my info and then said it refund my credit card ,0,0.0
1490,1490, usairways great crew for flight 504 phx to yvr tonight friendly efficient awesome job ,2,1.0
1491,1491, americanair due to gate agents missed my connecting flight to mexico city not happy customer aa let correct this,0,1.0
1492,1492, jetblue received horrible customer service at lax on 2 11 reservation cancelled flighted without notification despite having confirmation number ,0,1.0
1493,1493, southwestair flight to atlanta getting cancelled flightled and then had to re schedule on the phone for over 1 5 hours with rep this bumping us,0,0.0
1494,1494, southwestair this would be an awesome experience destinationdragons,2,1.0
1495,1495, jetblue what a good address to send feedback over email ,1,1.0
1496,1496, jetblue ll pass along the advice you guys rock ,2,0.0
1497,1497, jetblue process begins 6 48,1,1.0
1498,1498, usairways mad love http co 4ojrsdwpkk nyc ,1,0.0
1499,1499, southwestair was not the one traveling was asking for my sister who was waiting on my nephew in midland flight eventually landed,1,0.0
1500,1500, virginamerica keep up the great work ,2,0.0
1501,1501, usairways shavon at customer service desk in charlotte was fantastic so helpful and smiling evn after what sounds like long day reward her,2,0.0
1502,1502, united thx for checking in never got through via phone on hold over hour how long is too long to wait on hold ugh csfail,0,0.0
1503,1503, usairways check in staff at phx are awesome great traffic control for general boarding ,2,0.0
1504,1504, virginamerica d love to know what your policy is for damaged luggage ,1,0.0
1505,1505, united well perhaps you could highlight where that is stated we travel between canada amp usa on united with only nexus,0,0.0
1506,1506, jetblue thanks chatted with nice fella about it and he gave me the lowdown ,2,1.0
1507,1507, jetblue can you share where it is coming from ,1,0.0
1508,1508, united that what tried to do but when entering email into 2nd device made email typo no way to fix it amp no option to log out in ,0,0.0
1509,1509, jetblue dispatcher keeps yelling and hung up on me ,0,0.0
1510,1510, jetblue thank you guys you are the best ,2,0.0
1511,1511, united friend at hare and can get on flight bc they say no proof he bought 1st class tkt he has boarding pass ,0,0.0
1512,1512, southwestair well m not sure what there is you can do the bad experience had already been had,0,0.0
1513,1513, jetblue it drops 75 when take off the other two people and vice versa back and forth ,1,0.0
1514,1514, americanair btr trained gate agts im frequent flyer amp have nvr had issue my bag 2day was forced 2 gate check while priority boarding,0,0.0
1515,1515, united what are the chances of my flight to ewr from pit being cancelled flighted tomorrow ,1,0.0
1516,1516, united two years old birthdate 11 13 2012,1,0.0
1517,1517, southwestair flight booking problems all my late flight summer travel did the aus cun direct flight disappear ,0,0.0
1518,1518, americanair cannot believe how long flight 759 phi is taking know it us airways but you own it would really like to get home ,0,0.0
1519,1519, united just boarded ua1297 was refused from carrying overhead bag as no space in plane now with loads of space fail customerexperience,0,0.0
1520,1520, united m saying made the flight but with poor non communication unaccounted for lost time amp lots of frustrated flyers standing around,0,0.0
1521,1521, united ehsanismpowered lmfao,1,0.0
1522,1522, southwestair tfw1 jimcramer aarp ty spent total of 3 hrs and 20 mins holding cell battery died finally made arrangements kind rep,0,0.0
1523,1523, united so what allowed or what not allowed to be carried in my checked baggage ,1,0.0
1524,1524, usairways us 728 pilot started the flight by announcing arrival into gatwick not heathrow moments of concern for all aboard ,0,0.0
1525,1525, united one lady helping the 12 of us with luggage,2,0.0
1526,1526, united thanks to lea in the chicago office for her help in switching our cancelled flighted flights ,2,1.0
1527,1527, southwestair great flight and great view http co aufm4xdaj2,2,0.0
1528,1528, americanair lost my cats missed their flights kept them crated 30 hrs for would be 5 hr trip you ll never touch my pets again ,0,0.0
1529,1529, united bums how do lose the biggest bag on the flight,0,0.0
1530,1530, americanair it not just frustrating it was paid for how do we get refund ,0,1.0
1531,1531, americanair thank you for the info changes need to be made over the phone correct is there any way an aa agent can call me directly ,1,2.0
1532,1532, united has made my no fly list other airlines wait when connector late flight stuck in iah ,0,1.0
1533,1533, jetblue sure did go south after breakfast though delayed three hours ,0,0.0
1534,1534, americanair can you respond to my dm ,1,2.0
1535,1535, americanair that 16 extra hours of travel time missed vacation time and now you guys are messing with my professional life ,0,2.0
1536,1536, united usairways americanair americanone one of you has my bag claim 4016688561 and want it in mga now ,0,0.0
1537,1537, americanair she told us we had to drive back to drop it off so they could attempt to fix it really don have time to do that terrible,0,2.0
1538,1538, united thanks for moving my dad on to my my mom flight you helped make his birthday start with friendlyfriday awesomeness 4 paws up ,2,1.0
1539,1539, virginamerica flight 404 delayed 2 hours in la due to mechanical problems handle like pros but you could have tossed us free drink ,0,0.0
1540,1540, americanair thanks ,2,0.0
1541,1541, jetblue customer service says since my wife setup family account that she now can join mine for year help me fix please ,0,0.0
1542,1542, americanair not giving you hard time just looking for basic customer service after aa lost my bag eta on it return please ,0,2.0
1543,1543, southwestair yeehaw you found us another plane thx for listening to me vent ,2,0.0
1544,1544, americanair friend is having flight cancelled flightlations out of lax to cmh on feb 23 anyway to help her 800 number has been no help,0,0.0
1545,1545, southwestair jackpot legroom http co zo2iceg4li,2,2.0
1546,1546, usairways what the point of baggage claim ticket if they don scan it for tracking ,0,0.0
1547,1547, united cancelled flights your flight then sends you an email saying think about your next flight customer outrage http co kkwiwi97a4,0,1.0
1548,1548, united we are trying to go as far away from king scollegelondon as possible for charity today would you help us jailbreak rag,1,0.0
1549,1549, united live abroad and am flight booking problems flights for when come visit the states ,1,0.0
1550,1550, united firstclass to london on my way to londonfashionweek lfw15 ,2,0.0
1551,1551, jetblue and ask she load the bag for my flight,1,0.0
1552,1552, usairways americanair m stuck in the airport in fresno trying to beat the storm to pittsburgh and you guys have offered nothing horrid,0,1.0
1553,1553, southwestair swagglikebean take me here,1,2.0
1554,1554, southwestair please please please answer the phone ,0,2.0
1555,1555, americanair you ever wonder why you find yourselves responding to so many customer complaints on twitter it because your airline sucks ,0,1.0
1556,1556, americanair after 3 days no bags amazing the way that you neglect customers,0,0.0
1557,1557, usairways what the deal with the flight computer network ,0,0.0
1558,1558, southwestair can do the same thing as changing ticket by cancelled flighting my current ticket amp buying replacement online ,1,0.0
1559,1559, southwestair jasonwhitely flt 947 emer stop in albuquer for heart condition crew was awesome pilot was maverick on the divert ,2,0.0
1560,1560, jetblue complete waste of an entire day pathetic ,0,2.0
1561,1561, united did dm the details back on 02 14 when this started with phone number to reach me no reply either online or by phone,0,0.0
1562,1562, united here we go again 2 of 3 segments sfo new york rt were delayed over 2 hrs each why do you suck so bad maybe another line of bus ,0,0.0
1563,1563, usairways m not frequent flyer with us airways m qantas can still get notifications thank you,1,1.0
1564,1564, americanair finally made it to chicago 13 hours late flight did get 12 food voucher for my wait about 1per hr never again good bye ,0,0.0
1565,1565, americanair welcome anyone who works in those conditions deserves thank you even though am other side of atlantic lol xx,2,1.0
1566,1566, southwestair why is your website downnnnn ugh,0,2.0
1567,1567, united his cell phone record needs to be checked to see who did conversed with trust the faa can handle this better ,0,0.0
1568,1568, united 4 of us are stranded and flying from new orleans to huston tonight and we will be stuck there for two days rather fly than wait ,0,0.0
1569,1569, united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby united has no baby meals,0,0.0
1570,1570, southwestair im not tho ,1,0.0
1571,1571, americanair she got to the gate just in time to watch the plane push back 5 minutes was all she needed glad we ve relatives nearby ,0,0.0
1572,1572, americanair 2 hours now no m not patient why don you have call back feature or pay someone to answer the phone not tweet onhold,0,1.0
1573,1573, americanair nice aa employee making skillful excuses about late flightness due to catering snafu http co ypvpvdltys,0,0.0
1574,1574, jetblue safety first lovejetblue,2,0.0
1575,1575, americanair thanks to your airline now have ruined bag and you refuse to do anything about it ,0,2.0
1576,1576, americanair can unload flight 3322 because jetway is broken steps planb waiting nearly an hour,0,0.0
1577,1577, usairways and after six hours even the gate agent got fed up and left us all on line in front of an empty desk stay classy us air ,0,2.0
1578,1578, united tonight you made this fred flintstone happy with an upgrade to 1st class http co gkgkzlawpr,2,0.0
1579,1579, united asked flight attendant what typical compensation would be amp says we might get free tv unacceptable,0,0.0
1580,1580, southwestair yes did and the bags came straight to my hotel thank you you guys rock ,2,2.0
1581,1581, united hi we are flying into iad tomorrow evening do you expect delays or cancelled flightlations with the snow storm ,1,0.0
1582,1582, united cmh gate staff disaster 3345 overbooked no volunteers no boarding 20 min late flight trying to figure out issue bringbackrealstaff,0,0.0
1583,1583, virginamerica did it but there was problem in the link from the email for check in thanks,0,2.0
1584,1584, southwestair nvm gate said they re holding connections thanks for quick response ,2,0.0
1585,1585, americanair what terminal lhr for aa5 ba1506 doesn say in boarding pass,1,0.0
1586,1586, usairways they charged me for flight they cancelled flightled unbelievable and unheard of,0,0.0
1587,1587, southwestair flight cancelled flightled out of bna do have to reschedule now or can travel funds be put back into my account for future use ,0,0.0
1588,1588, virginamerica you will match my americanairlines status cool ,2,2.0
1589,1589, usairways satesq theres only one flt phl crw per day ,1,0.0
1590,1590, americanair karabuxthomps yeah have lot of questions number one how dare you,0,0.0
1591,1591, southwestair thank you know ya ll can control the weather appreciate ya ll working to get my flight rebooked the last two days ,2,0.0
1592,1592, jetblue can i don have acces to phone rn my iphone broke would rather change it now then late flightr ,1,0.0
1593,1593, united service so far has been horrid we wanted to end the trip on high note guess that not an option ,0,0.0
1594,1594, united flight 1219 my frustration boiled over after dealing with attendant her attitude was ridiculous ,0,0.0
1595,1595, jetblue my family and are excited to see you too ,2,0.0
1596,1596, united customer service 16hr delay coupon can only be redeemed on website which has 200 higher prices than expedia call wait time 55mins,0,0.0
1597,1597, united thanks keep up the good work,2,1.0
1598,1598, southwestair is it temporary site glitch or are you no longer offering flights from grr to geg after feb can find any online ,1,0.0
1599,1599, usairways askpaypal completed if that the case then why does it still say in progress on paypal website reserved on the 13th ,0,2.0
1600,1600, southwestair wife rr pts expired few days ago were planning on flight booking problems trip today anything you can do for us on tight budget ,1,0.0
1601,1601, southwestair on hold for 45 minutes trying to rebook cancelled flightled flight with companion ticket help ,0,2.0
1602,1602, usairways worst experience of all time will never ever ever travel with you again ever,0,2.0
1603,1603, americanair just went to check into flight 24 hr advance again husband and are seated separately for 6hr flight why does this happen ,0,2.0
1604,1604, usairways gregwallace66 yea they will give you 5 cents on the dollar ,1,0.0
1605,1605, americanair second pic from cdg ,1,0.0
1606,1606, southwestair thank you ,2,0.0
1607,1607, united no thanks,1,0.0
1608,1608, united okay thanks ,1,0.0
1609,1609, americanair really appreciate the great customer service one of your service agents just hung up on me when asking legitimate questions,0,0.0
1610,1610, southwestair did still haven heard thing ,0,2.0
1611,1611, americanair my chariot tonight from this angle it looks like 787 no http co 3zzkqwwbjz,1,1.0
1612,1612, usairways flight4592 let us off this plane please go to gate this is absurd ,0,0.0
1613,1613, jetblue sorry should have specified meant ground traffic trying to get into the terminal,1,1.0
1614,1614, americanair will my us air points now be combined with yours ,1,0.0
1615,1615, usairways been on hold with reservations for over 30 min already worstairline,0,1.0
1616,1616, southwestair who should contact about missing rapid rewards credit ,1,0.0
1617,1617, jetblue it poop and barely works,0,0.0
1618,1618, usairways still no rep can talk 3 days late flightr r asking me to checkin to my flight tmrw and my refund is being requested deal this ,0,0.0
1619,1619, jetblue haha ty do you know what time that lane opens at logan ,2,1.0
1620,1620, usairways only happened because couldn get us home the next day flydelta flysouthwest flyjetblue theyareallbetter stillnobags,0,2.0
1621,1621, jetblue our fleet on fleek http co tlgoihqkvs make it stop ,0,0.0
1622,1622, jetblue customer of the year http co epqqonho2h,1,2.0
1623,1623, americanair extend rtn flight to bereavement 22nd could have change fee dropped now told no worse day of my life badcustomerservice,0,1.0
1624,1624, southwestair app updated with passbook support http co wrwqrublps via ubergizmo,1,0.0
1625,1625, jetblue sooo earlier said couldnt fly with you for my school trip but now can ,2,1.0
1626,1626, united took screenshot and emailed it to myself let dm and figure this out ,1,0.0
1627,1627, usairways no kidding oy ,0,0.0
1628,1628, usairways and if the flight is full ,1,0.0
1629,1629, usairways stuck in philadelphia airport for 32 hours due to maintenance dreading my flight back home disgusting ,0,1.0
1630,1630, southwestair what are your services what promotion you have at the moment modelodenegocio innovation innovacion businessmodel,1,0.0
1631,1631, united our newest delay right now http co 96ftlzwtvo,0,0.0
1632,1632, united hello united you should take care of your call center in mexico city office terrible attitude from the lady who was helping me ,0,0.0
1633,1633, jetblue to offer service from daytona beach to new york albany business review http co duhbj41jhx,2,0.0
1634,1634, americanair m trying to choose my seats but every time go to the next flight get system error,0,0.0
1635,1635, jetblue she has she hasn heard from anyone in over week nonstop flight and her baggage was lost stolen customer service ,0,2.0
1636,1636, jetblue we ve been delayed for almost 2 hrs take jetblue because ve had good luck but today is really frustrating ,0,2.0
1637,1637, jetblue only 70 upgrade unsure why she can just switch someone around called 24 hrs in advance for this reason ,0,0.0
1638,1638, jetblue great thanks,2,0.0
1639,1639, united thank you for getting our daughter home when americanair cancelled flightled all their flights to nashville,2,0.0
1640,1640, united yes ride home would be perfect fete one would assume possible after charging 1600 for domestic flight ps we deplaned,0,1.0
1641,1641, southwestair totally ruined my birthday weekend by cancelled flighting my flights for no reason and offer no points drink transport nolove cali,0,0.0
1642,1642, united nope not here you need little red stamp from the counter check yourself before you wreck yourself son http co 0prgysvurm,0,2.0
1643,1643, united is there referral program for the milageplus explorer card ,1,2.0
1644,1644, americanair you guys fail again all need to do is use my voucher for ticket but can do it online yourphonesystemsucks,0,1.0
1645,1645, southwestair looks like my 1 yr anni trip has been replaced someone itinerary worried abt who can my flight http co bape6rumne,0,0.0
1646,1646, americanair thanks for finally letting me get through to book my flight frustration set in donedeal talktoahuman,0,2.0
1647,1647, united took this one just for you not window also not fun if you get motion sick http co m81rv0blxs,0,0.0
1648,1648, jetblue keeps getting better no water on the plane ,0,0.0
1649,1649, jetblue thank you hopefully it soon we are supposed to leave at 11 23,0,2.0
1650,1650, united thank all for being an amazing airline who knows how to treat their customers you guys rock ,2,2.0
1651,1651, southwestair sent looking for that functionality in your app though should be one click action ,0,0.0
1652,1652, americanair need some help my record locator is bringing up two different flights in your system one op by aa amp one from us airways ,1,1.0
1653,1653, jetblue it okay m actually tea kinda guy anyway thanks ,2,0.0
1654,1654, united held up for almost 45 minutes and then promised free movies and it didn work and neither did the wifi that was paid for boo ,0,0.0
1655,1655, americanair what with your baggage handlers calling out at dfw today no luggage onboard the planes ,0,0.0
1656,1656, usairways so would have to go though the entire process again just to get you people on the phone usairwayssucks,0,0.0
1657,1657, usairways you have to be crazy treated my mom very poorly not happy usairwaysfail,0,2.0
1658,1658, southwestair how many are left ,1,0.0
1659,1659, usairways you all work hard at making sure things flow smoothly keeping positive ,2,0.0
1660,1660, usairways don blame it on weather rep at counter cost me entire day not weather printed boarding pass too late flight takeresponsibility,0,1.0
1661,1661, united thanks for updating me about the 1 hour delay the exact second got to atl ,2,2.0
1662,1662, united how is this considered on time if it arriving at destination half hour late flightr than scheduled http co ymftw1uyhr,0,0.0
1663,1663, americanair if it have not rebooked didn get notified that it was cancelled flightled,0,0.0
1664,1664, usairways shoutout 2 kristie sp from gate4 pvd today she a rockstar was tremendous help in tough situation promotethatgirl,2,0.0
1665,1665, united this is for check in luggage employee told me not to include wheels in the dimensions ,1,0.0
1666,1666, united 25 minute hold is 1 hr 25 min abc11_wtvd,0,0.0
1667,1667, usairways you guys are screwing up my trip thanks for nothing lazy,0,0.0
1668,1668, united the passengers waited inside the flight on the runway and returned back in gate that should not count as valid journey,0,1.0
1669,1669, usairways frustrating days no flights home changed airlines thank you phl usairway employees amp united for help getting me back to iah ,2,0.0
1670,1670, united guys did it again changed ages and double booked seats so had to ve even though have platinum and the other person none,0,1.0
1671,1671, usairways cancelled flightled the last part of ticket and am confused from the email received whether value remains is there someone can ask ,1,0.0
1672,1672, united if business decision is made that inconveniences and possibly causes lost customers is it good business decision cranky,0,0.0
1673,1673, usairways my flight got cancelled flightled to charlotte been on hold for an hour pls pick up ,0,1.0
1674,1674, virginamerica wow this just blew my mind,2,2.0
1675,1675, americanair aa2416 on time and awesome flight great job american ,2,0.0
1676,1676, southwestair didn realize no clothes until at hotel suggestions ,1,0.0
1677,1677, southwestair got mine just in time for the wife and my 15th anniversary ,2,0.0
1678,1678, southwestair pancho_joe no no you must ve heard us wrong sweet mixtape though 4 the record didn leave the 80 the 80 left me,1,0.0
1679,1679, americanair sitting at the gate on flight 719 for an hour due to sabre being down what backup plan is in place if sabre cannot be fixed ,0,2.0
1680,1680, southwestair is my favorite airlines ve never had issues with them plus there crew is entertaining ,2,1.0
1681,1681, usairways made it thanks for the help ,2,1.0
1682,1682, usairways is utterly unreliable they didn schedule pilot for their us624 flight out of seattle flights are delayed usairwaysfail,0,2.0
1683,1683, southwestair tremendous job atlanta airport saw sw celebrate mardi gras another reason m nuts for you guys http co 8wbzorrn3c,1,1.0
1684,1684, united it seems like no one from united can help me lots of fingers pointed zero people stepping up at least the gate has oreos,0,2.0
1685,1685, southwestair 8fkqw is the conf thanks for the reply,1,0.0
1686,1686, united rebooked 24 hours after original flight to say your handling of situation was bad would be an understatement ,0,0.0
1687,1687, americanair are flights leaving dallas right now in maui trying to figure out how delayed flight 7 is going to be,0,2.0
1688,1688, southwestair one heck of an airline http co cyoonzftdc,2,0.0
1689,1689, southwestair flying flight 3130 tonight at 7 20 from pbi have boarding position 42 is it overbooked really don want to be bumped ,1,1.0
1690,1690, jetblue clients got zero in 32 years career never thought this was possible 2 suitcases worth thousands of in italian clothing robbed ,0,0.0
1691,1691, usairways now what you cancelled flightled my flight again are you paying for my hotel ,0,0.0
1692,1692, americanair your response has been incredible truly amazed at the steps you have taken to enhance your customer relations big thank you ,2,0.0
1693,1693, americanair just wow regina just told me can file or request lost bag statement until finish my travel so until get to dc argg,0,0.0
1694,1694, united since have an international connection at 9am m hoping for the same thing ,0,0.0
1695,1695, jetblue all day,0,1.0
1696,1696, united how long will it take for miles that re purchased they had expired to show up recieved an email that the request had been ,0,0.0
1697,1697, united is probably the least satisfactory airline ve ever been on never fails to disappoint ,0,0.0
1698,1698, united airlines is changing its mileageplus program winners and losers http co f1yvaio9ul http co vglx6ykwqg,1,0.0
1699,1699, americanair seguinej aa this is joke right that line isn even accepting calls right now they just hang up ,0,1.0
1700,1700, united nonrefundable hence wrote 200 doesn make sense for my 150 credit nothanks,0,0.0
1701,1701, jetblue even 5 years after the earthquake haiti still needs helps in rebuilding flyingitforward,1,0.0
1702,1702, usairways despite mechanical issues and many delays followed by cancelled flightlation still getting to vegas thanks to great gate agents ,2,0.0
1703,1703, jetblue no excuse though for 3 gate changes though ,0,0.0
1704,1704, jetblue may need to had 40 minute layover and now have 15 min delay on my first flight ,0,0.0
1705,1705, united how do get reimbursed for hotel and taxis for the cancelled flightation ,0,0.0
1706,1706, americanair but have been yet to receive assistance from one of your agents in securing new connection many will now miss work tomorrow ,0,2.0
1707,1707, usairways british_airways three hour flight delay on the phone for 45min and counting ,0,1.0
1708,1708, americanair 2298 everyone else was outstanding ,0,0.0
1709,1709, united think she was having rough moment a bad passenger from an earlier flight things got considerably better thanks ,2,0.0
1710,1710, usairways thanks ,2,1.0
1711,1711, americanair cancelled flightled my ticket and is taking two months to refund and still waiting ,0,1.0
1712,1712, usairways should but didn ,0,0.0
1713,1713, usairways shout out to the pilots and fc attendant eliz of us 673 super strong crosswinds during landing eliz did super job throughout,2,1.0
1714,1714, united see you coming to get me and aggiemensgolf in hawaii 12thman http co g8dka3edhf,1,0.0
1715,1715, americanair dfwairport you 2 together are the best part of flying ,2,0.0
1716,1716, united to late flight now but in future flights train staff better to handle emergency situations and ground staff in customer service,0,0.0
1717,1717, united oh united how much despise thee ,0,0.0
1718,1718, united airlines ceo jeff smisek disloyal to loyal workers http co 0cevy3p42b via huffpostbiz,1,0.0
1719,1719, united 3 10 disappointed in the service will be missing my connection after over an hour delay cramped seats at least their app is good,0,0.0
1720,1720, americanair we had to sit in the airport long periolodicly time the planes were nasty,0,0.0
1721,1721, united 618 was flight out of houston,1,0.0
1722,1722, united fuck you for not caring ,0,0.0
1723,1723, southwestair do you have any info about when destinationdragons winners will be announced me amp my best friend are hoping to win thanks ,1,0.0
1724,1724, southwestair thanks,2,0.0
1725,1725, southwestair can tweet through the weekend bad weather but closes down customer relations center to process refunds for cancelled flighted flights ,0,0.0
1726,1726, southwestair missing out on over 6 000 points in one account they re now spread over four assuming create accounts for them,0,0.0
1727,1727, united used to be committed continentalairlines flyer until merger remember now why switched to southwestair communicationfail,0,1.0
1728,1728, united will as soon as am done with my article thanks tom,2,2.0
1729,1729, americanair you re not finding it bc united rebooked us on your airline when they realized they couldn get us home and we re at ord,0,0.0
1730,1730, usairways gave up http co 2edgc6tbls,0,0.0
1731,1731, usairways ticket couldnt be used bc unable to get to departing dest rsw bc of blizzard in bos told only way to use credit is 200 fine,0,0.0
1732,1732, americanair after several miss communications was able to get to ord but am not home yet and not sure will get there due to her error,0,0.0
1733,1733, americanair check your dm pls,1,1.0
1734,1734, usairways can get back lost time,0,0.0
1735,1735, usairways purchased 49 upgrade on flight 2 weeks ago and you gave it to someone else but have not received refund is this sop ,0,1.0
1736,1736, usairways tbt every day ,2,0.0
1737,1737,but expect no help from gt southwestair lt our flt was canx at the last minute for weather we flew home on weatherless united ,0,0.0
1738,1738, americanair you need to have look at your handling of flight 106 and 104 company of yours size should have protocols in place to help,0,0.0
1739,1739, united d really like to get off of this plane now ,0,0.0
1740,1740, united onlyinamerica 18 days and not word from unitedairlines customerservices bad pr guys ,0,2.0
1741,1741, usairways on hold for 2 hours now have been calling since monday have flight today need help now worst noexcusesaccepted,0,1.0
1742,1742, usairways have question need to talk to someone by email can you give me your email address thanks ,1,0.0
1743,1743, united sure but the plane is an hour late flight your ontime departure ship sailed away long time back ,0,0.0
1744,1744, southwestair no monkey business we luv swa mdw2mci homeandreadyfornexttrip http co 2xjvun66zz,1,0.0
1745,1745, united actually we aren still parked here ,0,0.0
1746,1746, jetblue im in session presented by one of your beloved travelers paulgordonbrown see why you love him so much http co vv8cfyhkvb,2,2.0
1747,1747, americanair 4 open kiosks for priority with no line and only 4 open for main check in for 80 100 ppl,0,0.0
1748,1748, united web app won let me upgrade seats call center wait time is 20 minutes plus just want to get more legroom but it a pita,0,0.0
1749,1749, usairways like thought this was america when did us airways start operating under the rules of communist russia ,0,1.0
1750,1750, united sitting in denver airport waiting for plane to be refueled for an hour and half hurry the fuck up united you fucking retards,0,0.0
1751,1751, americanair we ve already made other arrangements ourselves ,1,0.0
1752,1752, jetblue will you cancelled flight tonight 7 pm out of dfw to bos weather,1,1.0
1753,1753, jetblue well lucky only fly jb guess would be even more squished on any other airline ,2,0.0
1754,1754, southwestair would still have my companion pass if your ridiculous airline hadn stopped partnering with hilton hotels genius ,0,0.0
1755,1755, united will thank you ,2,0.0
1756,1756, southwestair yay and are dependents with id wife children eligible to use this discount too how do you use it over the phone inperson ,1,1.0
1757,1757, usairways us1799 clt gt sfo in first no desert no snack basket incoming was on time what up ,0,0.0
1758,1758, usairways have voucher from past trip that was delayed thought had to talk to someone on the phone to use it is that not true ,0,0.0
1759,1759, southwestair am flying on spirit air ,0,0.0
1760,1760, southwestair what is the status of the bag check area at ffl ,1,0.0
1761,1761, jetblue appreciate what you ve done on your end to make this right but still unhappy with initial incident will be calling ,0,1.0
1762,1762, usairways still can get through and travel in 2 days ridiculous donthavehighhopes,0,1.0
1763,1763, southwestair needs to offer college student discount so can fly home ,1,0.0
1764,1764, united okay thanks if you could please update me was told at the airport someone would call me today but they haven ,0,0.0
1765,1765, united 6344 6373 sfo dfw also 1576 sfo ord,1,0.0
1766,1766, americanair yes but not with much help from you guys,0,0.0
1767,1767, usairways in 140 characters yea right thanks for patronizing ,0,0.0
1768,1768, united do not fly united with checked baggage it will never find you ,0,0.0
1769,1769, southwestair how about some sweet promo code to help me visit my family please lol,1,0.0
1770,1770, southwestair yes dale at baggage office was wonderful but not everyone is on the same page down there we had 6 hour wait ,0,1.0
